id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,summary
186,2010,Cuttack,2010-03-19,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Deccan Chargers,6,0,A Symonds,Barabati Stadium,BF Bowden,M Erasmus,,the match was played in the city of Cuttack. the match took place inside Barabati Stadium. the toss was won by Kings XI Punjab and they chose to field. the match was won by Deccan Chargers. the team won by 6 runs. A Symonds took home the man of the match. 
187,2010,Ahmedabad,2010-03-20,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,34,0,AA Jhunjhunwala,"Sardar Patel Stadium, Motera",RE Koertzen,RB Tiffin,,"the city of Ahmedabad was the host for match. the match took place inside Sardar Patel Stadium, Motera. Rajasthan Royals decided to bat after winning the toss. the match was won by Rajasthan Royals. the team won by 34 runs. AA Jhunjhunwala took home the man of the match. "
188,2010,Mumbai,2010-03-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,7,JH Kallis,Brabourne Stadium,HDPK Dharmasena,SS Hazare,,the match was played in the city of Mumbai. the match took place inside Brabourne Stadium. the toss was won by Mumbai Indians and they chose to bat. the match was won by Royal Challengers Bangalore. the team won with 7 wickets to spare. the man of the match was JH Kallis. 
189,2010,Cuttack,2010-03-21,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Deccan Chargers,10,0,A Symonds,Barabati Stadium,BF Bowden,M Erasmus,,the city of Cuttack was the host for match. the venue for this match was Barabati Stadium. the toss was won by Deccan Chargers and they chose to bat. the match was won by Deccan Chargers. the team won by 10 runs. the man of the match was A Symonds. 
190,2010,Chennai,2010-03-21,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,tie,0,Kings XI Punjab,0,0,J Theron,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper,,"the city of Chennai was the host for match. the venue for this match was MA Chidambaram Stadium, Chepauk. the toss was won by Chennai Super Kings and they chose to field. Kings XI Punjab emerged victorious. the team won with 0 wickets to spare. J Theron took home the man of the match. "
191,2010,Mumbai,2010-03-22,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,7,SR Tendulkar,Brabourne Stadium,SS Hazare,SJA Taufel,,the city of Mumbai was the host for match. the venue for this match was Brabourne Stadium. Kolkata Knight Riders decided to bat after winning the toss. Mumbai Indians emerged victorious. the team won with 7 wickets to spare. the man of the match was SR Tendulkar. 
192,2010,Bangalore,2010-03-23,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,36,0,RV Uthappa,M Chinnaswamy Stadium,RE Koertzen,RB Tiffin,,the city of Bangalore was the host for match. the venue for this match was M Chinnaswamy Stadium. Chennai Super Kings decided to field after winning the toss. the match was won by Royal Challengers Bangalore. the team won by 36 runs. RV Uthappa took home the man of the match. 
193,2010,Chandigarh,2010-03-24,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,31,0,AC Voges,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,SK Tarapore,,"the city of Chandigarh was the host for match. the venue for this match was Punjab Cricket Association Stadium, Mohali. the toss was won by Kings XI Punjab and they chose to field. Rajasthan Royals emerged victorious. the team won by 31 runs. the man of the match was AC Voges. "
194,2010,Mumbai,2010-03-25,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,SR Tendulkar,Brabourne Stadium,BF Bowden,AM Saheba,,the city of Mumbai was the host for match. the venue for this match was Brabourne Stadium. the toss was won by Mumbai Indians and they chose to field. Mumbai Indians emerged victorious. the team won with 5 wickets to spare. SR Tendulkar took home the man of the match. 
195,2010,Ahmedabad,2010-03-26,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Rajasthan Royals,0,8,YK Pathan,"Sardar Patel Stadium, Motera",HDPK Dharmasena,SJA Taufel,,"the city of Ahmedabad was the host for match. the venue for this match was Sardar Patel Stadium, Motera. Deccan Chargers decided to bat after winning the toss. Rajasthan Royals emerged victorious. the team won with 8 wickets to spare. YK Pathan took home the man of the match. "
196,2010,Chandigarh,2010-03-27,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,39,0,MK Tiwary,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,S Ravi,,"the match was played in the city of Chandigarh. the match took place inside Punjab Cricket Association Stadium, Mohali. Kolkata Knight Riders decided to bat after winning the toss. the match was won by Kolkata Knight Riders. the team won by 39 runs. MK Tiwary took home the man of the match. "
197,2010,Bangalore,2010-03-25,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Daredevils,17,0,KM Jadhav,M Chinnaswamy Stadium,BG Jerling,RE Koertzen,,the match was played in the city of Bangalore. the match took place inside M Chinnaswamy Stadium. Royal Challengers Bangalore decided to field after winning the toss. the match was won by Delhi Daredevils. the team won by 17 runs. KM Jadhav took home the man of the match. 
198,2010,Ahmedabad,2010-03-28,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Rajasthan Royals,17,0,NV Ojha,"Sardar Patel Stadium, Motera",SS Hazare,SJA Taufel,,"the city of Ahmedabad was the host for match. the venue for this match was Sardar Patel Stadium, Motera. the toss was won by Rajasthan Royals and they chose to bat. Rajasthan Royals emerged victorious. the team won by 17 runs. the man of the match was NV Ojha. "
199,2010,Mumbai,2010-03-28,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,0,Mumbai Indians,41,0,Harbhajan Singh,Dr DY Patil Sports Academy,S Das,K Hariharan,,the match was played in the city of Mumbai. the match took place inside Dr DY Patil Sports Academy. the toss was won by Deccan Chargers and they chose to field. the match was won by Mumbai Indians. the team won by 41 runs. Harbhajan Singh took home the man of the match. 
200,2010,Delhi,2010-03-29,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Delhi Daredevils,40,0,DA Warner,Feroz Shah Kotla,SS Hazare,SJA Taufel,,the match was played in the city of Delhi. the venue for this match was Feroz Shah Kotla. Delhi Daredevils decided to bat after winning the toss. Delhi Daredevils emerged victorious. the team won by 40 runs. DA Warner took home the man of the match. 
201,2010,Mumbai,2010-03-30,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,SL Malinga,Brabourne Stadium,BR Doctrove,SK Tarapore,,the city of Mumbai was the host for match. the venue for this match was Brabourne Stadium. the toss was won by Mumbai Indians and they chose to field. Mumbai Indians emerged victorious. the team won with 4 wickets to spare. the man of the match was SL Malinga. 
202,2010,Chennai,2010-03-31,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,0,5,M Vijay,"MA Chidambaram Stadium, Chepauk",BG Jerling,RE Koertzen,,"the city of Chennai was the host for match. the match took place inside MA Chidambaram Stadium, Chepauk. Royal Challengers Bangalore decided to bat after winning the toss. the match was won by Chennai Super Kings. the team won with 5 wickets to spare. the man of the match was M Vijay. "
203,2010,Delhi,2010-03-31,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Delhi Daredevils,67,0,KD Karthik,Feroz Shah Kotla,HDPK Dharmasena,SJA Taufel,,the city of Delhi was the host for match. the venue for this match was Feroz Shah Kotla. the toss was won by Delhi Daredevils and they chose to bat. the match was won by Delhi Daredevils. the team won by 67 runs. the man of the match was KD Karthik. 
204,2010,Kolkata,2010-04-01,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,24,0,SC Ganguly,Eden Gardens,K Hariharan,DJ Harper,,the city of Kolkata was the host for match. the match took place inside Eden Gardens. Kolkata Knight Riders decided to bat after winning the toss. Kolkata Knight Riders emerged victorious. the team won by 24 runs. the man of the match was SC Ganguly. 
205,2010,Chandigarh,2010-04-02,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,0,Royal Challengers Bangalore,0,6,KP Pietersen,"Punjab Cricket Association Stadium, Mohali",BF Bowden,M Erasmus,,"the city of Chandigarh was the host for match. the venue for this match was Punjab Cricket Association Stadium, Mohali. Kings XI Punjab decided to bat after winning the toss. Royal Challengers Bangalore emerged victorious. the team won with 6 wickets to spare. KP Pietersen took home the man of the match. "
206,2010,Chennai,2010-04-03,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,23,0,M Vijay,"MA Chidambaram Stadium, Chepauk",RE Koertzen,RB Tiffin,,"the city of Chennai was the host for match. the match took place inside MA Chidambaram Stadium, Chepauk. Chennai Super Kings decided to bat after winning the toss. Chennai Super Kings emerged victorious. the team won by 23 runs. the man of the match was M Vijay. "
207,2010,Mumbai,2010-04-03,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,normal,0,Mumbai Indians,63,0,AT Rayudu,Brabourne Stadium,BR Doctrove,S Ravi,,the match was played in the city of Mumbai. the venue for this match was Brabourne Stadium. Mumbai Indians decided to bat after winning the toss. the match was won by Mumbai Indians. the team won by 63 runs. the man of the match was AT Rayudu. 
208,2010,Kolkata,2010-04-04,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,0,Kings XI Punjab,0,8,DPMD Jayawardene,Eden Gardens,S Asnani,DJ Harper,,the city of Kolkata was the host for match. the venue for this match was Eden Gardens. the toss was won by Kolkata Knight Riders and they chose to bat. the match was won by Kings XI Punjab. the team won with 8 wickets to spare. DPMD Jayawardene took home the man of the match. 
209,2010,Delhi,2010-04-04,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,normal,0,Delhi Daredevils,37,0,PD Collingwood,Feroz Shah Kotla,BF Bowden,M Erasmus,,the city of Delhi was the host for match. the match took place inside Feroz Shah Kotla. the toss was won by Delhi Daredevils and they chose to bat. Delhi Daredevils emerged victorious. the team won by 37 runs. the man of the match was PD Collingwood. 
210,2010,Nagpur,2010-04-05,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,0,Rajasthan Royals,2,0,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel,,"the city of Nagpur was the host for match. the match took place inside Vidarbha Cricket Association Stadium, Jamtha. the toss was won by Rajasthan Royals and they chose to bat. Rajasthan Royals emerged victorious. the team won by 2 runs. SK Warne took home the man of the match. "
211,2010,Chennai,2010-04-06,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk",S Asnani,DJ Harper,,"the city of Chennai was the host for match. the venue for this match was MA Chidambaram Stadium, Chepauk. the toss was won by Chennai Super Kings and they chose to bat. the match was won by Chennai Super Kings. the team won by 24 runs. SK Raina took home the man of the match. "
212,2010,Jaipur,2010-04-07,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Rajasthan Royals,0,9,MJ Lumb,Sawai Mansingh Stadium,S Ravi,SK Tarapore,,the match was played in the city of Jaipur. the match took place inside Sawai Mansingh Stadium. Kings XI Punjab decided to bat after winning the toss. Rajasthan Royals emerged victorious. the team won with 9 wickets to spare. the man of the match was MJ Lumb. 
213,2010,Kolkata,2010-04-07,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,14,0,SC Ganguly,Eden Gardens,BG Jerling,RE Koertzen,,the city of Kolkata was the host for match. the match took place inside Eden Gardens. Kolkata Knight Riders decided to bat after winning the toss. Kolkata Knight Riders emerged victorious. the team won by 14 runs. the man of the match was SC Ganguly. 
214,2010,Bangalore,2010-04-08,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,7,TL Suman,M Chinnaswamy Stadium,S Asnani,DJ Harper,,the city of Bangalore was the host for match. the venue for this match was M Chinnaswamy Stadium. the toss was won by Deccan Chargers and they chose to field. Deccan Chargers emerged victorious. the team won with 7 wickets to spare. TL Suman took home the man of the match. 
215,2010,Chandigarh,2010-04-09,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0,6,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",M Erasmus,AM Saheba,,"the match was played in the city of Chandigarh. the match took place inside Punjab Cricket Association Stadium, Mohali. Mumbai Indians decided to bat after winning the toss. Kings XI Punjab emerged victorious. the team won with 6 wickets to spare. KC Sangakkara took home the man of the match. "
216,2010,Nagpur,2010-04-10,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Deccan Chargers,0,6,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel,,"the match was played in the city of Nagpur. the venue for this match was Vidarbha Cricket Association Stadium, Jamtha. Chennai Super Kings decided to bat after winning the toss. the match was won by Deccan Chargers. the team won with 6 wickets to spare. RJ Harris took home the man of the match. "
217,2010,Bangalore,2010-04-10,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,R Vinay Kumar,M Chinnaswamy Stadium,K Hariharan,DJ Harper,,the match was played in the city of Bangalore. the match took place inside M Chinnaswamy Stadium. the toss was won by Royal Challengers Bangalore and they chose to field. the match was won by Royal Challengers Bangalore. the team won with 7 wickets to spare. the man of the match was R Vinay Kumar. 
218,2010,Delhi,2010-04-11,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,0,Kings XI Punjab,0,7,PP Chawla,Feroz Shah Kotla,BF Bowden,AM Saheba,,the city of Delhi was the host for match. the venue for this match was Feroz Shah Kotla. Delhi Daredevils decided to bat after winning the toss. the match was won by Kings XI Punjab. the team won with 7 wickets to spare. the man of the match was PP Chawla. 
219,2010,Jaipur,2010-04-11,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,37,0,SR Tendulkar,Sawai Mansingh Stadium,BR Doctrove,SK Tarapore,,the city of Jaipur was the host for match. the venue for this match was Sawai Mansingh Stadium. the toss was won by Rajasthan Royals and they chose to field. Mumbai Indians emerged victorious. the team won by 37 runs. SR Tendulkar took home the man of the match. 
220,2010,Nagpur,2010-04-12,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,13,0,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha",RE Koertzen,RB Tiffin,,"the match was played in the city of Nagpur. the venue for this match was Vidarbha Cricket Association Stadium, Jamtha. the toss was won by Royal Challengers Bangalore and they chose to field. the match was won by Deccan Chargers. the team won by 13 runs. Harmeet Singh took home the man of the match. "
221,2010,Mumbai,2010-04-13,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Mumbai Indians,39,0,KA Pollard,Brabourne Stadium,S Asnani,DJ Harper,,the city of Mumbai was the host for match. the match took place inside Brabourne Stadium. Mumbai Indians decided to bat after winning the toss. the match was won by Mumbai Indians. the team won by 39 runs. KA Pollard took home the man of the match. 
222,2010,Chennai,2010-04-13,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,9,R Ashwin,"MA Chidambaram Stadium, Chepauk",SS Hazare,SJA Taufel,,"the match was played in the city of Chennai. the venue for this match was MA Chidambaram Stadium, Chepauk. Kolkata Knight Riders decided to bat after winning the toss. the match was won by Chennai Super Kings. the team won with 9 wickets to spare. R Ashwin took home the man of the match. "
223,2010,Jaipur,2010-04-14,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Royal Challengers Bangalore,0,5,KP Pietersen,Sawai Mansingh Stadium,BR Doctrove,S Ravi,,the city of Jaipur was the host for match. the match took place inside Sawai Mansingh Stadium. Rajasthan Royals decided to bat after winning the toss. Royal Challengers Bangalore emerged victorious. the team won with 5 wickets to spare. KP Pietersen took home the man of the match. 
224,2010,Chennai,2010-04-15,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Delhi Daredevils,0,6,G Gambhir,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,SS Hazare,,"the city of Chennai was the host for match. the match took place inside MA Chidambaram Stadium, Chepauk. the toss was won by Chennai Super Kings and they chose to bat. the match was won by Delhi Daredevils. the team won with 6 wickets to spare. the man of the match was G Gambhir. "
225,2010,Dharamsala,2010-04-16,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,5,RG Sharma,Himachal Pradesh Cricket Association Stadium,M Erasmus,AM Saheba,,the city of Dharamsala was the host for match. the venue for this match was Himachal Pradesh Cricket Association Stadium. Deccan Chargers decided to field after winning the toss. the match was won by Deccan Chargers. the team won with 5 wickets to spare. RG Sharma took home the man of the match. 
226,2010,Bangalore,2010-04-17,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,57,0,R McLaren,M Chinnaswamy Stadium,HDPK Dharmasena,SJA Taufel,,the city of Bangalore was the host for match. the venue for this match was M Chinnaswamy Stadium. the toss was won by Royal Challengers Bangalore and they chose to field. Mumbai Indians emerged victorious. the team won by 57 runs. the man of the match was R McLaren. 
227,2010,Kolkata,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0,8,JD Unadkat,Eden Gardens,BG Jerling,RB Tiffin,,the match was played in the city of Kolkata. the venue for this match was Eden Gardens. Rajasthan Royals decided to bat after winning the toss. the match was won by Kolkata Knight Riders. the team won with 8 wickets to spare. the man of the match was JD Unadkat. 
228,2010,Dharamsala,2010-04-18,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,MS Dhoni,Himachal Pradesh Cricket Association Stadium,BF Bowden,AM Saheba,,the match was played in the city of Dharamsala. the venue for this match was Himachal Pradesh Cricket Association Stadium. the toss was won by Chennai Super Kings and they chose to field. the match was won by Chennai Super Kings. the team won with 6 wickets to spare. the man of the match was MS Dhoni. 
229,2010,Delhi,2010-04-18,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Deccan Chargers,11,0,A Symonds,Feroz Shah Kotla,BR Doctrove,SK Tarapore,,the city of Delhi was the host for match. the venue for this match was Feroz Shah Kotla. Deccan Chargers decided to bat after winning the toss. Deccan Chargers emerged victorious. the team won by 11 runs. A Symonds took home the man of the match. 
230,2010,Kolkata,2010-04-19,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Kolkata Knight Riders,0,9,M Kartik,Eden Gardens,BG Jerling,RE Koertzen,,the city of Kolkata was the host for match. the match took place inside Eden Gardens. the toss was won by Mumbai Indians and they chose to bat. Kolkata Knight Riders emerged victorious. the team won with 9 wickets to spare. M Kartik took home the man of the match. 
231,2010,Mumbai,2010-04-21,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Mumbai Indians,35,0,KA Pollard,Dr DY Patil Sports Academy,BR Doctrove,RB Tiffin,,the match was played in the city of Mumbai. the venue for this match was Dr DY Patil Sports Academy. the toss was won by Mumbai Indians and they chose to bat. the match was won by Mumbai Indians. the team won by 35 runs. KA Pollard took home the man of the match. 
232,2010,Mumbai,2010-04-22,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,38,0,DE Bollinger,Dr DY Patil Sports Academy,BR Doctrove,RB Tiffin,,the match was played in the city of Mumbai. the match took place inside Dr DY Patil Sports Academy. Chennai Super Kings decided to bat after winning the toss. the match was won by Chennai Super Kings. the team won by 38 runs. the man of the match was DE Bollinger. 
233,2010,Mumbai,2010-04-24,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,0,Royal Challengers Bangalore,0,9,A Kumble,Dr DY Patil Sports Academy,RE Koertzen,SJA Taufel,,the city of Mumbai was the host for match. the match took place inside Dr DY Patil Sports Academy. the toss was won by Deccan Chargers and they chose to bat. the match was won by Royal Challengers Bangalore. the team won with 9 wickets to spare. A Kumble took home the man of the match. 
234,2010,Mumbai,2010-04-25,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,22,0,SK Raina,Dr DY Patil Sports Academy,RE Koertzen,SJA Taufel,,the city of Mumbai was the host for match. the venue for this match was Dr DY Patil Sports Academy. Chennai Super Kings decided to bat after winning the toss. the match was won by Chennai Super Kings. the team won by 22 runs. SK Raina took home the man of the match. 
235,2011,Chennai,2011-04-08,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,2,0,S Anirudha,"MA Chidambaram Stadium, Chepauk",BR Doctrove,PR Reiffel,,"the match was played in the city of Chennai. the match took place inside MA Chidambaram Stadium, Chepauk. the toss was won by Chennai Super Kings and they chose to bat. Chennai Super Kings emerged victorious. the team won by 2 runs. the man of the match was S Anirudha. "
236,2011,Hyderabad,2011-04-09,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,SK Trivedi,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,SK Tarapore,,"the city of Hyderabad was the host for match. the venue for this match was Rajiv Gandhi International Stadium, Uppal. Rajasthan Royals decided to field after winning the toss. Rajasthan Royals emerged victorious. the team won with 8 wickets to spare. the man of the match was SK Trivedi. "
237,2011,Kochi,2011-04-09,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,0,Royal Challengers Bangalore,0,6,AB de Villiers,Nehru Stadium,HDPK Dharmasena,K Hariharan,,the city of Kochi was the host for match. the match took place inside Nehru Stadium. the toss was won by Kochi Tuskers Kerala and they chose to bat. the match was won by Royal Challengers Bangalore. the team won with 6 wickets to spare. the man of the match was AB de Villiers. 
238,2011,Delhi,2011-04-10,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,0,Mumbai Indians,0,8,SL Malinga,Feroz Shah Kotla,AM Saheba,RB Tiffin,,the city of Delhi was the host for match. the match took place inside Feroz Shah Kotla. the toss was won by Delhi Daredevils and they chose to bat. Mumbai Indians emerged victorious. the team won with 8 wickets to spare. the man of the match was SL Malinga. 
239,2011,Mumbai,2011-04-10,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,0,Pune Warriors,0,7,SB Wagh,Dr DY Patil Sports Academy,BR Doctrove,PR Reiffel,,the city of Mumbai was the host for match. the match took place inside Dr DY Patil Sports Academy. the toss was won by Kings XI Punjab and they chose to bat. the match was won by Pune Warriors. the team won with 7 wickets to spare. SB Wagh took home the man of the match. 
240,2011,Kolkata,2011-04-11,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,9,0,JH Kallis,Eden Gardens,RE Koertzen,SK Tarapore,,the match was played in the city of Kolkata. the match took place inside Eden Gardens. the toss was won by Kolkata Knight Riders and they chose to bat. the match was won by Kolkata Knight Riders. the team won by 9 runs. JH Kallis took home the man of the match. 
241,2011,Jaipur,2011-04-12,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0,6,SK Warne,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,,the match was played in the city of Jaipur. the venue for this match was Sawai Mansingh Stadium. the toss was won by Delhi Daredevils and they chose to bat. Rajasthan Royals emerged victorious. the team won with 6 wickets to spare. SK Warne took home the man of the match. 
242,2011,Bangalore,2011-04-12,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,SR Tendulkar,M Chinnaswamy Stadium,HDPK Dharmasena,AL Hill,,the city of Bangalore was the host for match. the venue for this match was M Chinnaswamy Stadium. Mumbai Indians decided to field after winning the toss. the match was won by Mumbai Indians. the team won with 9 wickets to spare. the man of the match was SR Tendulkar. 
243,2011,Chandigarh,2011-04-13,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,PC Valthaty,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SL Shastri,,"the match was played in the city of Chandigarh. the match took place inside Punjab Cricket Association Stadium, Mohali. the toss was won by Kings XI Punjab and they chose to field. the match was won by Kings XI Punjab. the team won with 6 wickets to spare. the man of the match was PC Valthaty. "
244,2011,Mumbai,2011-04-13,Kochi Tuskers Kerala,Pune Warriors,Kochi Tuskers Kerala,bat,normal,0,Pune Warriors,0,4,MD Mishra,Dr DY Patil Sports Academy,S Asnani,PR Reiffel,,the city of Mumbai was the host for match. the venue for this match was Dr DY Patil Sports Academy. the toss was won by Kochi Tuskers Kerala and they chose to bat. the match was won by Pune Warriors. the team won with 4 wickets to spare. MD Mishra took home the man of the match. 
245,2011,Hyderabad,2011-04-14,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,33,0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,S Ravi,,"the city of Hyderabad was the host for match. the match took place inside Rajiv Gandhi International Stadium, Uppal. Royal Challengers Bangalore decided to field after winning the toss. Deccan Chargers emerged victorious. the team won by 33 runs. DW Steyn took home the man of the match. "
246,2011,Jaipur,2011-04-15,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,G Gambhir,Sawai Mansingh Stadium,Aleem Dar,SS Hazare,,the match was played in the city of Jaipur. the match took place inside Sawai Mansingh Stadium. the toss was won by Kolkata Knight Riders and they chose to field. the match was won by Kolkata Knight Riders. the team won with 9 wickets to spare. G Gambhir took home the man of the match. 
247,2011,Mumbai,2011-04-15,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0,8,BB McCullum,Wankhede Stadium,BR Doctrove,PR Reiffel,,the match was played in the city of Mumbai. the venue for this match was Wankhede Stadium. Kochi Tuskers Kerala decided to field after winning the toss. the match was won by Kochi Tuskers Kerala. the team won with 8 wickets to spare. BB McCullum took home the man of the match. 
248,2011,Chennai,2011-04-16,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,21,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,AL Hill,,"the match was played in the city of Chennai. the venue for this match was MA Chidambaram Stadium, Chepauk. Chennai Super Kings decided to bat after winning the toss. Chennai Super Kings emerged victorious. the team won by 21 runs. MEK Hussey took home the man of the match. "
249,2011,Hyderabad,2011-04-16,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,8,PC Valthaty,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,S Ravi,,"the match was played in the city of Hyderabad. the venue for this match was Rajiv Gandhi International Stadium, Uppal. the toss was won by Kings XI Punjab and they chose to field. the match was won by Kings XI Punjab. the team won with 8 wickets to spare. PC Valthaty took home the man of the match. "
250,2011,Mumbai,2011-04-17,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,3,Yuvraj Singh,Dr DY Patil Sports Academy,Asad Rauf,AM Saheba,,the match was played in the city of Mumbai. the venue for this match was Dr DY Patil Sports Academy. the toss was won by Delhi Daredevils and they chose to field. Delhi Daredevils emerged victorious. the team won with 3 wickets to spare. Yuvraj Singh took home the man of the match. 
